"","song","artist","WeekID","Peak.Position","Weeks.on.Chart","acousticness","danceability","duration_ms","energy","instrumentalness","key","liveness","loudness","mode","speechiness","tempo","time_signature","valence","Month","Season","artist.pop"
"1701","Loud","Mac Miller",2012-05-05,53,2,0.004,0.635,170861,0.866,1.13e-05,1,0.391,-4.315,1,0.0402,140.013,4,0.254,5,"Spring",4
"1702","Love","Keyshia Cole",2006-02-04,82,19,0.075,0.676,255333,0.512,0,5,0.08,-4.18,1,0.0286,116.69,4,0.333,2,"Winter",1
"1703","Love","Lana Del Rey",2017-03-11,44,2,0.487,0.527,272743,0.366,0.0023,10,0.11,-10.943,1,0.0277,98.994,4,0.234,3,"Spring",4
"1704","Love","Musiq Soulchild",2001-02-17,77,21,0.369,0.463,304667,0.395,0,6,0.107,-9.944,0,0.055,98.656,4,0.351,2,"Winter",0
"1705","Love All Over Me","Monica",2010-07-31,94,17,0.546,0.514,229947,0.628,0,4,0.161,-5.661,0,0.0451,129.539,4,0.422,7,"Summer",1
"1706","Love Don't Die","The Fray",2014-01-18,81,9,0.01,0.632,184206,0.8,0,11,0.169,-4.52,0,0.0306,115.499,4,0.281,1,"Winter",1
"1707","Love Don't Run","Steve Holy",2011-09-10,90,7,0.475,0.512,219267,0.532,0,0,0.099,-3.28,1,0.0301,147.473,4,0.256,9,"Fall",0
"1708","Love Done Gone","Billy Currington",2011-07-02,98,15,0.15,0.633,210747,0.732,0,8,0.074,-2.989,1,0.0306,126.946,4,0.813,7,"Summer",5
"1709","Love Drunk","Boys Like Girls",2009-07-18,46,20,0.002,0.44,226707,0.976,3.39e-06,10,0.16,-3.17,1,0.141,150.005,4,0.412,7,"Summer",2
"1710","Love Faces","Trey Songz",2011-02-12,100,16,0.06,0.654,243800,0.599,0,11,0.161,-6.699,1,0.0563,119.778,4,0.333,2,"Winter",3
"1711","Love Is A Beautiful Thing","Phil Vassar",2008-03-08,97,17,0.337,0.513,237147,0.785,0,0,0.115,-3.828,1,0.041,162.611,4,0.515,3,"Spring",1
"1712","Love Is Free","Sheryl Crow",2008-02-23,97,6,0.332,0.841,202667,0.75,0,2,0.05,-6.64,1,0.0867,116.506,4,0.963,2,"Winter",0
"1713","Love Is Your Name","Steven Tyler",2015-07-25,75,1,0.009,0.497,210387,0.833,0,4,0.28,-5.978,1,0.0408,105.021,4,0.345,7,"Summer",0
"1714","Love King","The-Dream",2010-04-03,98,3,0.026,0.628,251827,0.678,0,10,0.123,-4.417,1,0.0297,83.995,4,0.36,4,"Spring",0
"1715","Love Like Crazy","Lee Brice",2010-05-22,97,20,0.02,0.535,217387,0.725,1.45e-05,10,0.176,-5.108,1,0.0275,78.489,4,0.292,5,"Spring",0
"1716","Love Like Winter","AFI",2006-12-30,88,5,0,0.59,165653,0.912,5.14e-05,10,0.044,-4.815,0,0.0614,120.008,4,0.535,12,"Winter",1
"1717","Love Lockdown","Kanye West",2008-10-04,3,23,0.054,0.756,270307,0.529,0.392,1,0.112,-7.659,0,0.0329,119.573,4,0.123,10,"Fall",2
"1718","Love Me","The 1975",2015-10-31,100,1,0.009,0.624,222040,0.803,3.75e-05,10,0.613,-3.312,0,0.0382,97.027,4,0.899,10,"Fall",0
"1719","Love Me Again","John Newman",2013-12-07,85,18,0.005,0.495,239894,0.894,0.000596,2,0.103,-4.814,0,0.0441,126.03,4,0.213,12,"Winter",0
"1720","Love Me If You Can","Toby Keith",2007-08-11,83,17,0.242,0.57,216867,0.633,0.00176,5,0.087,-6.26,1,0.0285,148.027,4,0.339,8,"Summer",8
"1721","Love Me Like You Mean It","Kelsea Ballerini",2015-04-18,97,18,0.045,0.645,200027,0.84,0,4,0.327,-5.894,1,0.0518,151.94,4,0.805,4,"Spring",0
"1722","Love Me Now","John Legend",2016-10-29,98,19,0.591,0.488,210293,0.762,0,8,0.076,-3.842,1,0.0865,123.889,4,0.709,10,"Fall",0
"1723","Love Myself","Hailee Steinfeld",2015-08-29,96,16,0.003,0.617,218773,0.759,0,0,0.419,-6.785,0,0.0677,122.925,4,0.324,8,"Summer",0
"1724","Love Of My Life","Brian McKnight",2001-09-15,74,20,0.119,0.596,282753,0.46,9.96e-06,6,0.112,-6.66,1,0.0278,61.936,4,0.344,9,"Fall",2
"1725","Love On The Brain","Rihanna",2016-06-11,83,31,0.072,0.509,224000,0.637,1.08e-05,4,0.079,-4.83,0,0.0471,172.006,3,0.378,6,"Summer",3
"1726","Love On Top","Beyonce",2011-09-17,98,20,0.085,0.652,267413,0.748,0,0,0.604,-5.242,1,0.0887,94.1,4,0.652,9,"Fall",5
"1727","Love Remembers","Craig Morgan",2008-11-01,87,9,0.311,0.39,235773,0.715,0,0,0.212,-3.448,1,0.0342,153.655,4,0.379,11,"Fall",3
"1728","Love Runs Out","OneRepublic",2014-05-03,81,20,0.167,0.719,224227,0.935,0,7,0.097,-3.752,1,0.0589,120.022,4,0.738,5,"Spring",3
"1729","Love Scars 3","Trippie Redd",2018-11-24,73,1,0.136,0.544,129429,0.524,0,8,0.106,-7.914,1,0.0621,81.982,4,0.117,11,"Fall",2
"1730","Love So Soft","Kelly Clarkson",2017-09-30,62,13,0.005,0.808,172427,0.581,1.19e-05,11,0.083,-5.43,1,0.07,130.012,4,0.758,9,"Fall",1
"1731","Love Somebody","Maroon 5",2013-06-08,54,21,0.129,0.675,229827,0.79,0,1,0.121,-6.295,1,0.0369,120.015,4,0.423,6,"Summer",6
"1732","Love Song","311",2004-05-01,72,20,0.015,0.625,211693,0.686,0.0499,9,0.093,-8.337,0,0.0309,139.817,4,0.556,5,"Spring",0
"1733","Love Song","Sara Bareilles",2007-11-17,100,41,0.021,0.583,258827,0.786,0,2,0.188,-3.142,0,0.0301,123.052,4,0.573,11,"Fall",0
"1734","Love Sosa","Chief Keef",2012-12-29,82,14,0.028,0.77,246213,0.421,0,0,0.111,-8.255,0,0.0849,131.935,4,0.214,12,"Winter",0
"1735","Love Story","Taylor Swift",2008-09-27,16,49,0.17,0.618,235267,0.741,0,2,0.082,-3.95,1,0.031,118.984,4,0.296,9,"Fall",1
"1736","Love This Pain","Lady Antebellum",2010-01-23,93,1,0.009,0.639,183653,0.905,1.54e-06,11,0.364,-3.044,1,0.0409,127.972,4,0.792,1,"Winter",2
"1737","Love To Lay","The Weeknd",2016-12-17,71,1,0.052,0.711,223293,0.807,0,7,0.214,-5.053,0,0.0608,116.971,4,0.699,12,"Winter",11
"1738","Love Today","MIKA",2007-04-14,92,1,0.025,0.671,235173,0.908,0.00128,11,0.12,-4.855,1,0.0605,124.473,4,0.631,4,"Spring",1
"1739","Love You Like A Love Song","Selena Gomez & The Scene",2011-07-09,72,38,0.076,0.858,188453,0.678,0,1,0.074,-3.87,0,0.0469,117.009,4,0.922,7,"Summer",6
"1740","Love You Like That","Canaan Smith",2015-04-11,96,20,0.013,0.561,203053,0.756,8.34e-05,11,0.233,-5.056,1,0.0287,145.129,4,0.702,4,"Spring",0
"1741","Love You More","Ginuwine",2003-11-01,93,16,0.089,0.661,241373,0.422,2.39e-06,8,0.164,-6.918,0,0.0282,117.007,4,0.428,11,"Fall",4
"1742","Love You Out Loud","Rascal Flatts",2003-04-05,72,20,0.155,0.627,185493,0.903,0,8,0.277,-2.714,1,0.0426,96.987,4,0.452,4,"Spring",1
"1743","Love Your Love The Most","Eric Church",2009-07-11,90,16,0.194,0.333,170387,0.524,0,10,0.124,-6.788,1,0.0301,73.393,4,0.438,7,"Summer",2
"1744","Love Yourself","Justin Bieber",2015-12-05,4,41,0.856,0.607,233720,0.376,0,4,0.285,-9.954,1,0.453,102.541,4,0.545,12,"Winter",3
"1745","Love's Divine","Seal",2004-02-28,93,20,0.552,0.573,274986,0.544,0.0001755,6,0.11,-8.574,0,0.0368,96.082,4,0.228,2,"Winter",1
"1746","Love's Gonna Make It Alright","George Strait",2012-02-04,99,11,0.238,0.71,228893,0.86,0.000499,4,0.249,-5.313,1,0.0311,110.995,4,0.731,2,"Winter",4
"1747","Love's The Only House","Martina McBride",2000-02-05,79,20,0.026,0.698,313747,0.656,0,9,0.134,-6.39,1,0.0264,122.842,4,0.567,2,"Winter",2
"1748","Lovebug","Jonas Brothers",2008-09-27,84,14,0.126,0.597,220693,0.499,0,4,0.214,-6.216,1,0.0581,79.071,4,0.521,9,"Fall",5
"1749","LoveGame","Lady Gaga",2009-03-21,99,22,0.006,0.892,216340,0.645,2.225e-06,6,0.316,-5.651,0,0.0643,105.05,4,0.842,3,"Spring",1
"1750","Lover, Lover","Jerrod Niemann",2010-05-15,89,20,0.184,0.879,193733,0.567,0,7,0.622,-6.509,1,0.0586,112.472,4,0.948,5,"Spring",0
"1751","Lovin' All Night","Patty Loveless",2003-08-23,97,10,0.195,0.52,217040,0.836,2.96e-06,4,0.128,-6.544,0,0.0548,171.989,4,0.681,8,"Summer",1
"1752","Lovin' You Is Fun","Easton Corbin",2012-07-07,100,20,0.32,0.703,199013,0.83,0,8,0.364,-3.028,1,0.0327,109.958,4,0.597,7,"Summer",3
"1753","Loving You Easy","Zac Brown Band",2015-06-13,90,17,0.017,0.722,155653,0.593,1.42e-06,1,0.067,-3.953,1,0.0269,98.982,4,0.326,6,"Summer",5
"1754","Low","Kelly Clarkson",2003-09-20,74,11,0.03,0.545,208640,0.855,0,8,0.091,-5.01,1,0.034,142.824,4,0.487,9,"Fall",2
"1755","Lucid Dreams","Juice WRLD",2018-05-26,74,32,0.349,0.511,239836,0.566,0,6,0.34,-7.23,0,0.2,83.903,4,0.218,5,"Spring",0
"1756","Lucky","Britney Spears",2000-08-12,61,11,0.266,0.764,206747,0.812,0.000212,4,0.165,-5.472,1,0.0323,95.022,4,0.966,8,"Summer",4
"1757","Lucky 4 You (Tonight I'm Just Me)","SHeDAISY",2001-03-17,80,3,0.182,0.547,239500,0.743,0,7,0.399,-6.353,1,0.0317,148.166,4,0.437,3,"Spring",3
"1758","Lucky Man","Montgomery Gentry",2007-05-05,88,17,0.379,0.576,196567,0.456,0,4,0.172,-8.007,1,0.0295,133.02,4,0.552,5,"Spring",3
"1759","Lullaby","Nickelback",2011-12-10,89,1,0,0.508,228107,0.832,0,11,0.086,-4.395,1,0.032,136.004,4,0.404,12,"Winter",1
"1760","Lush Life","Zara Larsson",2016-07-30,97,3,0.133,0.694,201122,0.712,0,7,0.211,-3.923,0,0.046,98.022,4,0.799,7,"Summer",0
"1761","Lust","Lil Skies",2018-05-26,91,4,0.138,0.718,156000,0.767,0,9,0.114,-5.641,1,0.166,160.084,4,0.519,5,"Spring",0
"1762","Luxurious","Gwen Stefani",2005-11-05,80,20,0.133,0.813,264920,0.724,0,0,0.114,-3.987,1,0.0738,131.05,4,0.688,11,"Fall",3
"1763","Lying From You","Linkin Park",2004-04-10,98,18,0.008,0.535,175373,0.951,0,3,0.067,-3.324,0,0.18,160.102,4,0.723,4,"Spring",5
"1764","M.I.L.F. $","Fergie",2016-07-23,34,3,0.005,0.773,162365,0.706,0.0148,0,0.021,-5.709,1,0.0999,160.912,4,0.693,7,"Summer",0
"1765","Mad","Ne-Yo",2008-12-20,97,24,0.661,0.727,254533,0.649,0,0,0.111,-5.356,1,0.0338,129.992,4,0.669,12,"Winter",7
"1766","Mad Season","matchbox twenty",2001-05-05,68,20,0.13,0.278,302107,0.87,0,10,0.286,-5.368,1,0.0547,171.992,4,0.577,5,"Spring",2
"1767","Mad Stalkers","21 Savage, Offset & Metro Boomin",2017-11-25,99,1,0.147,0.9,202667,0.365,0.185,10,0.179,-6.395,0,0.235,135.003,4,0.136,11,"Fall",0
"1768","Made You Look","Nas",2002-12-21,58,13,0.172,0.658,203000,0.936,0,5,0.321,-5.105,0,0.3,95.439,4,0.711,12,"Winter",2
"1769","Madiba Riddim","Drake",2017-04-08,51,2,0.235,0.834,205163,0.527,0.00968,7,0.632,-10.4,1,0.193,105.86,4,0.319,4,"Spring",22
"1770","Madness","Muse",2012-09-08,84,29,0.127,0.502,281040,0.417,0.00419,10,0.106,-7.665,1,0.0718,180.301,4,0.218,9,"Fall",0
"1771","Magic","Coldplay",2014-03-22,24,14,0.026,0.738,285014,0.483,0.616,6,0.106,-8.915,0,0.0403,93.458,4,0.355,3,"Spring",2
"1772","Magnificent","U2",2009-03-21,79,1,0,0.535,324013,0.712,0.361,6,0.114,-5.953,0,0.035,114.974,4,0.619,3,"Spring",1
"1773","Magnolia","Playboi Carti",2017-05-20,91,20,0.011,0.791,181812,0.581,0,11,0.35,-7.323,0,0.286,162.99,4,0.438,5,"Spring",0
"1774","Major Minus","Coldplay",2011-07-16,92,1,0,0.445,210325,0.67,0.8,4,0.606,-5.232,0,0.0326,115.415,4,0.401,7,"Summer",0
"1775","Make Her Feel Good","Teairra Mari",2005-06-04,98,18,0.016,0.82,226013,0.67,0.000398,2,0.189,-9.422,1,0.197,90.522,4,0.535,6,"Summer",0
"1776","Make It Rain","Travis Porter",2011-01-22,100,6,0.078,0.926,239493,0.69,0,1,0.228,-4.327,0,0.175,128.952,4,0.387,1,"Winter",0
"1777","Make Me Feel","Janelle Monae",2018-03-10,99,1,0.132,0.859,194230,0.413,0,1,0.334,-7.399,1,0.182,115.035,4,0.697,3,"Spring",0
"1778","Make Me Like You","Gwen Stefani",2016-03-05,97,5,0.04,0.741,216947,0.714,1.58e-05,5,0.127,-4.739,0,0.0476,118.036,4,0.799,3,"Spring",1
"1779","Make Me Wanna","Thomas Rhett",2014-11-29,99,20,0.037,0.545,225067,0.818,0,9,0.101,-6.38,1,0.0541,109.019,3,0.679,11,"Fall",3
"1780","Make You Miss Me","Sam Hunt",2016-06-18,93,19,0.158,0.614,225693,0.472,0,7,0.111,-6.626,1,0.0297,146.005,4,0.168,6,"Summer",4
"1781","MakeDamnSure","Taking Back Sunday",2006-05-06,78,18,0.009,0.553,208280,0.837,0,6,0.372,-5.608,1,0.0452,140.495,4,0.432,5,"Spring",0
"1782","Makes Me Wonder","Maroon 5",2007-04-21,84,26,0.005,0.806,211080,0.867,0.000201,4,0.057,-2.425,0,0.0357,113.993,4,0.895,4,"Spring",1
"1783","Makin' Good Love","Avant",2002-03-23,74,20,0.239,0.793,273693,0.647,0,4,0.124,-3.924,0,0.0383,142.268,4,0.718,3,"Spring",1
"1784","Making Memories Of Us","Keith Urban",2005-04-23,90,20,0.796,0.683,251107,0.374,0.000304,4,0.105,-10.788,1,0.0259,103.903,4,0.3,4,"Spring",5
"1785","Malibu","Miley Cyrus",2017-05-27,64,15,0.077,0.573,231907,0.781,2.64e-05,8,0.081,-6.406,1,0.0555,139.934,4,0.343,5,"Spring",0
"1786","Mama Said","Lukas Graham",2016-08-06,81,11,0.045,0.712,206903,0.799,6.4e-05,7,0.37,-4.564,0,0.0703,83.996,4,0.591,8,"Summer",1
"1787","Mama's Broken Heart","Miranda Lambert",2013-02-09,89,20,0.278,0.768,177773,0.809,0,4,0.139,-4.204,0,0.0616,111.989,4,0.748,2,"Winter",4
"1788","Mama's Song","Carrie Underwood",2009-10-31,87,19,0.442,0.348,240373,0.662,0,4,0.09,-5.416,1,0.0354,79.864,3,0.252,10,"Fall",5
"1789","Man Down","Rihanna",2011-06-11,94,14,0.054,0.491,267000,0.898,0,0,0.051,-3.936,0,0.188,155.819,4,0.596,6,"Summer",6
"1790","Man Of The Year","ScHoolboy Q",2014-02-08,81,13,0.005,0.749,216013,0.865,0,3,0.198,-5.228,1,0.0413,111.914,4,0.371,2,"Winter",0
"1791","Maneater","Nelly Furtado",2006-09-30,62,20,0.034,0.717,258840,0.777,0.000179,6,0.107,-4.739,1,0.0636,66.404,4,0.729,9,"Fall",0
"1792","Maps","Maroon 5",2014-07-05,14,22,0.02,0.742,189960,0.713,0,1,0.059,-5.522,0,0.0303,120.032,4,0.879,7,"Summer",3
"1793","Maps","Yeah Yeah Yeahs",2004-03-13,98,13,0,0.502,219987,0.94,0.542,7,0.553,-5.178,1,0.084,119.762,4,0.144,3,"Spring",0
"1794","March 14","Drake",2018-07-14,57,1,0.406,0.558,309560,0.415,0,10,0.36,-7.355,0,0.358,127.096,4,0.317,7,"Summer",29
"1795","Marijuana","Kid Cudi",2010-11-27,54,1,0.829,0.672,260200,0.403,0.823,8,0.272,-9.809,0,0.0273,140.978,4,0.54,11,"Fall",1
"1796","Mark My Words","Justin Bieber",2015-12-05,42,4,0.898,0.416,134347,0.258,2.06e-06,0,0.147,-8.489,1,0.0333,116.599,4,0.532,12,"Winter",3
"1797","Marry For Money","Trace Adkins",2009-03-21,99,3,0.041,0.621,182880,0.821,0.000483,4,0.477,-5.553,1,0.0815,125.842,4,0.685,3,"Spring",3
"1798","Marry Me","Jason Derulo",2013-10-19,72,17,0.033,0.568,225027,0.631,0,7,0.144,-5.623,1,0.0273,105.096,4,0.23,10,"Fall",4
"1799","Marry Me","Thomas Rhett",2017-12-23,97,19,0.113,0.588,205453,0.408,0,3,0.13,-8.662,1,0.0237,85.008,4,0.484,12,"Winter",3
"1800","Marry Me","Train",2010-12-04,95,20,0.834,0.461,205453,0.267,2.03e-05,0,0.107,-8.514,1,0.0278,87.918,4,0.481,12,"Winter",2
"1801","Marry The Night","Lady Gaga",2011-06-11,97,12,0.001,0.614,264520,0.879,0.00438,0,0.41,-4.422,1,0.056,131.092,4,0.407,6,"Summer",10
"1802","Marry You","Bruno Mars",2010-12-11,91,9,0.332,0.62,230120,0.832,0,10,0.104,-4.848,1,0.036,144.926,4,0.481,12,"Winter",2
"1803","Marvins Room","Drake",2011-08-06,99,18,0.646,0.492,347227,0.26,0.00178,9,0.07,-17.341,0,0.0921,111.519,5,0.312,8,"Summer",3
"1804","Mary, Did You Know?","Pentatonix",2014-12-06,45,7,0.186,0.448,203026,0.292,7.05e-06,11,0.093,-9.695,0,0.0281,104.897,4,0.174,12,"Winter",1
"1805","Masterpiece","Jessie J",2015-01-03,85,3,0.015,0.661,220653,0.733,0,0,0.098,-2.701,0,0.0433,143.92,4,0.613,1,"Winter",0
"1806","Maybe","Sick Puppies",2010-12-11,100,15,0.069,0.475,208113,0.84,0,7,0.21,-5.937,1,0.0641,167.839,4,0.487,12,"Winter",0
"1807","Mayberry","Rascal Flatts",2004-02-21,74,20,0.296,0.628,272987,0.817,0,11,0.126,-4.182,1,0.0433,88.049,4,0.37,2,"Winter",3
"1808","Me & U","Cassie",2006-04-29,94,27,0.352,0.803,192213,0.454,0,8,0.066,-4.802,0,0.0294,99.99,4,0.739,4,"Spring",0
"1809","Me And God","Josh Turner",2007-05-05,98,2,0.237,0.59,179587,0.755,5.13e-06,3,0.124,-6.173,1,0.0286,153.309,4,0.842,5,"Spring",2
"1810","Me And My Broken Heart","Rixton",2014-04-12,87,20,0.007,0.544,193733,0.774,0,5,0.135,-4.21,0,0.0339,174.121,4,0.522,4,"Spring",0
"1811","Me And My Gang","Rascal Flatts",2006-05-27,93,16,0.079,0.64,217987,0.902,0,7,0.045,-3.639,1,0.0415,108.756,4,0.627,5,"Spring",7
"1812","Me Enamora","Juanes",2007-09-29,99,14,0.017,0.684,192613,0.85,0,4,0.091,-3.867,0,0.034,94.003,4,0.922,9,"Fall",2
"1813","Me Love","Sean Kingston",2007-08-18,90,18,0.063,0.66,204293,0.847,0,1,0.112,-3.25,1,0.191,180.01,4,0.925,8,"Summer",1
"1814","Me Neither","Brad Paisley",2000-05-13,87,4,0.027,0.622,200160,0.942,2.36e-05,0,0.326,-9.469,1,0.0385,117.173,4,0.844,5,"Spring",1
"1815","Me Too","Meghan Trainor",2016-06-04,39,20,0.096,0.934,181240,0.694,1.2e-06,11,0.478,-5.849,0,0.101,123.829,4,0.835,6,"Summer",4
"1816","Mean","Taylor Swift",2010-11-06,90,20,0.452,0.568,237733,0.761,0,4,0.217,-3.987,1,0.0459,163.974,4,0.789,11,"Fall",13
"1817","Mean To Me","Brett Eldredge",2014-11-22,95,20,0.115,0.647,228907,0.586,1.69e-06,0,0.121,-6.883,1,0.0313,87.994,4,0.165,11,"Fall",2
"1818","Medicine","Queen Naija",2018-04-14,100,20,0.231,0.769,219338,0.381,0,8,0.113,-8.422,0,0.296,115.702,4,0.123,4,"Spring",0
"1819","Meet Me Halfway","The Black Eyed Peas",2009-10-03,75,24,0.005,0.785,284373,0.604,2.74e-05,11,0.25,-6.79,0,0.0834,130.03,4,0.436,10,"Fall",3
"1820","Megalomaniac","Incubus",2004-01-03,75,20,0.006,0.53,294693,0.943,0.0005815,7,0.334,-4.538,0,0.0526,140.046,4,0.368,1,"Winter",2
"1821","MegaMan","Lil Wayne",2011-09-17,52,1,0.011,0.504,198280,0.856,0,11,0.256,-5.024,0,0.286,101.866,5,0.335,9,"Fall",2
"1822","Mercy","Brett Young",2018-05-19,97,20,0.84,0.638,217120,0.367,0,4,0.1,-7.906,1,0.0266,71.957,4,0.219,5,"Spring",3
"1823","Mercy","Dave Matthews Band",2012-08-04,95,1,0.302,0.632,268720,0.465,5.7e-06,0,0.093,-8.459,1,0.0293,96.001,4,0.305,8,"Summer",0
"1824","Mercy","Duffy",2008-05-10,87,20,0.289,0.792,219920,0.85,0.00012,0,0.132,-3.621,1,0.0329,129.906,4,0.965,5,"Spring",0
"1825","Mercy","Shawn Mendes",2016-09-10,95,32,0.125,0.555,208733,0.662,0,11,0.111,-4.952,0,0.0827,148.128,4,0.356,9,"Fall",5
"1826","Mess","Lil Wayne",2018-10-13,74,1,0.479,0.641,212428,0.579,9.58e-05,9,0.214,-8.278,1,0.0895,145.994,4,0.421,10,"Fall",0
"1827","Midnight","Coldplay",2014-05-03,84,3,0.615,0.548,294667,0.475,0.808,1,0.094,-12.42,1,0.0355,126.976,4,0.035,5,"Spring",3
"1828","Midnight","Logic",2018-03-24,74,1,0.09,0.566,241427,0.586,0,9,0.098,-7.444,0,0.131,95.032,4,0.273,3,"Spring",2
"1829","Midnight City","M83.",2012-03-24,74,20,0.016,0.526,241440,0.712,0,11,0.179,-6.525,0,0.0356,105.009,4,0.32,3,"Spring",0
"1830","Midnight Memories","One Direction",2013-12-07,68,3,0.007,0.432,176320,0.868,0,6,0.233,-2.01,0,0.0882,156.128,4,0.567,12,"Winter",7
"1831","Midwest Swing","St. Lunatics",2001-06-30,99,5,0.048,0.863,275389,0.599,2.85e-05,10,0.271,-6.846,0,0.047,94.937,4,0.222,6,"Summer",0
"1832","Mighty ""O""","OutKast",2006-06-24,77,2,0.006,0.449,256227,0.698,0,5,0.325,-5.733,1,0.276,83.373,4,0.516,6,"Summer",2
"1833","Million Dollar Bill","Whitney Houston",2009-09-19,100,1,0.054,0.714,204267,0.747,0,11,0.084,-4.134,0,0.111,119.899,4,0.765,9,"Fall",0
"1834","Million Reasons","Lady Gaga",2016-10-29,97,20,0.437,0.665,205280,0.424,0,0,0.107,-7.838,1,0.0444,129.911,4,0.134,10,"Fall",4
"1835","Millionaire","Chris Stapleton",2018-11-24,96,3,0.165,0.602,210133,0.463,0.00968,10,0.098,-9.666,1,0.0279,142.635,4,0.454,11,"Fall",3
"1836","Mind Reader","Dustin Lynch",2016-03-12,85,16,0.027,0.394,185413,0.8,0,4,0.184,-4.17,0,0.0413,162.053,4,0.525,3,"Spring",1
"1837","Mine","Bazzi",2018-02-03,56,34,0.016,0.71,131064,0.789,2.77e-06,4,0.451,-3.874,1,0.0722,142.929,4,0.717,2,"Winter",0
"1838","Mine","Taylor Swift",2010-08-21,3,23,0.003,0.624,230707,0.757,1.87e-06,7,0.189,-2.94,1,0.0296,121.07,4,0.658,8,"Summer",10
"1839","Mine Would Be You","Blake Shelton",2013-08-17,100,20,0.146,0.572,239507,0.529,0,0,0.335,-6.897,1,0.0282,139.876,4,0.321,8,"Summer",5
"1840","Mirror Mirror","M2M",2000-04-01,87,18,0.218,0.696,200427,0.685,0,1,0.099,-5.53,0,0.0246,100.088,4,0.507,4,"Spring",1
"1841","Mirrors","Justin Timberlake",2013-03-02,24,42,0.234,0.574,484147,0.512,0,5,0.095,-6.664,0,0.0503,76.899,4,0.512,3,"Spring",0
"1842","Misery","Maroon 5",2010-07-10,44,20,0,0.703,216200,0.811,0,4,0.199,-4.873,0,0.0423,102.979,4,0.711,7,"Summer",2
"1843","Misery Business","Paramore",2007-07-21,99,30,0.003,0.517,211520,0.906,9.26e-06,1,0.113,-3.677,1,0.0735,172.977,4,0.731,7,"Summer",0
"1844","Miss Independent","Kelly Clarkson",2003-05-17,61,20,0.09,0.654,214773,0.621,0.0003475,11,0.063,-6.303,0,0.1245,175.968,4,0.624,5,"Spring",1
"1845","Miss Independent","Ne-Yo",2008-09-06,98,28,0.522,0.673,232000,0.683,0,1,0.235,-5.693,1,0.115,171.86,4,0.713,9,"Fall",7
"1846","Miss Me Baby","Chris Cagle",2005-10-29,95,14,0.185,0.526,234653,0.569,0,1,0.081,-5.786,1,0.0259,147.87,4,0.357,10,"Fall",0
"1847","Miss Movin' On","Fifth Harmony",2013-08-03,98,11,0.03,0.464,194253,0.845,6.4e-06,6,0.302,-2.927,1,0.0508,75.029,4,0.437,8,"Summer",0
"1848","Miss Murder","AFI",2006-05-13,97,20,0,0.309,206587,0.875,0.00168,1,0.113,-4.49,1,0.0488,143.526,4,0.725,5,"Spring",0
"1849","Missing You","Case",2001-02-10,92,22,0.287,0.613,285667,0.602,0,1,0.07,-6.496,0,0.0497,86.328,4,0.78,2,"Winter",1
"1850","Mississippi Girl","Faith Hill",2005-06-11,85,20,0.113,0.499,232707,0.765,0,9,0.051,-4.148,1,0.0521,83.916,4,0.665,6,"Summer",1
"1851","Mistletoe","Colbie Caillat",2007-12-08,86,4,0.038,0.576,230440,0.461,0,11,0.11,-8.18,1,0.0284,125.987,4,0.321,12,"Winter",1
"1852","Mistletoe","Justin Bieber",2011-11-05,85,10,0.498,0.658,182947,0.56,0,6,0.079,-9.049,0,0.0467,161.994,4,0.854,11,"Fall",5
"1853","Mo Bamba","Sheck Wes",2018-09-08,82,17,0.194,0.729,183907,0.625,0.00986,4,0.248,-5.266,1,0.0315,146.034,4,0.261,9,"Fall",0
"1854","Mob Ties","Drake",2018-07-14,95,8,0.046,0.755,205147,0.575,0.00124,4,0.276,-8.393,0,0.0678,85.987,4,0.49,7,"Summer",29
"1855","Mockingbird","Eminem",2005-01-01,74,20,0.249,0.626,251267,0.674,0,0,0.139,-4.232,1,0.281,84.052,4,0.215,1,"Winter",5
"1856","Mockingbird","Rob Thomas",2010-07-31,100,4,0.053,0.571,240320,0.77,1.02e-06,0,0.129,-5.498,1,0.0314,141.996,4,0.613,7,"Summer",2
"1857","Modern Slavery","Huncho Jack",2018-01-06,68,1,0.002,0.737,148560,0.737,0,4,0.28,-3.72,0,0.238,134.066,4,0.5,1,"Winter",0
"1858","Monday Morning Church","Alan Jackson",2004-12-04,75,16,0.298,0.567,201331,0.368,4.66666666666667e-07,4,0.187,-10.964,1,0.0313,135.91,4,0.217,12,"Winter",5
"1859","Money Bag","Cardi B",2018-04-21,58,2,0.107,0.947,229005,0.788,0.000691,10,0.108,-6.138,0,0.124,129.977,4,0.454,4,"Spring",1
"1860","Money In The Bank","Swizz Beatz",2007-09-15,90,4,0.016,0.83,191920,0.722,0,0,0.374,-6.043,1,0.34,97.867,4,0.623,9,"Fall",0
"1861","Money Longer","Lil Uzi Vert",2016-07-02,92,22,0.054,0.795,198944,0.568,0,5,0.108,-7.817,0,0.142,136.173,4,0.478,7,"Summer",0
"1862","Monster","Imagine Dragons",2013-10-05,78,1,0.167,0.472,249493,0.774,0.000278,3,0.132,-5.383,1,0.0824,179.942,4,0.443,10,"Fall",3
"1863","Moonlight","XXXTENTACION",2018-03-31,88,20,0.556,0.921,135090,0.537,0.00404,9,0.102,-5.723,0,0.0804,128.009,4,0.711,3,"Spring",1
"1864","More","Trace Adkins",2000-04-29,84,11,0.11,0.528,186520,0.804,0.0012515,4,0.282,-6.739,1,0.0432,134.335,4,0.72,4,"Spring",1
